txn_id,customer_id,txn_date,txn_type,amount_pkr,branch,channel,currency,counterparty,is_cross_border,flagged,status
TXN-00206,CUST-0024,2025-01-15,ATM Withdrawal,47160.84,Lahore-Gulberg,POS,PKR,ENTITY-266,0,0,Completed
TXN-00207,CUST-0080,2024-05-09,Cash Deposit,18387.12,Karachi-Clifton,ATM,PKR,ENTITY-111,1,0,Completed
TXN-00208,CUST-0066,2024-05-15,ATM Withdrawal,22651.11,Karachi-Clifton,POS,USD,ENTITY-119,0,0,Completed
TXN-00209,CUST-0133,2025-03-11,ATM Withdrawal,16828.29,Karachi-Clifton,ATM,AED,ENTITY-470,0,0,Completed
TXN-00210,CUST-0161,2024-06-09,POS Purchase,138582.55,Karachi-Main,ATM,PKR,ENTITY-043,0,0,Completed
TXN-00211,CUST-0110,2024-01-18,ATM Withdrawal,25975.78,Karachi-Clifton,POS,USD,ENTITY-112,0,0,Completed
TXN-00212,CUST-0047,2024-09-03,Loan Disbursement,38883.02,Karachi-Clifton,Branch,AED,ENTITY-221,0,1,Completed
TXN-00213,CUST-0134,2024-07-17,Cash Withdrawal,29165.03,Quetta-Branch,ATM,PKR,ENTITY-499,0,0,Pending
TXN-00214,CUST-0037,2024-03-10,Cash Withdrawal,12137.83,Karachi-Main,Branch,AED,ENTITY-481,1,0,Completed
TXN-00215,CUST-0029,2024-01-22,Loan Disbursement,488456.77,Faisalabad-Central,POS,AED,ENTITY-404,0,0,Completed
TXN-00216,CUST-0113,2025-01-11,Loan Disbursement,69716.15,Karachi-Clifton,POS,USD,ENTITY-061,0,0,Completed
TXN-00217,CUST-0177,2024-02-27,POS Purchase,357643.53,Faisalabad-Central,POS,AED,ENTITY-226,0,0,Completed
TXN-00218,CUST-0118,2024-01-08,Wire Transfer,44351.22,Lahore-Gulberg,ATM,PKR,ENTITY-109,1,0,Completed
TXN-00219,CUST-0060,2024-03-31,Wire Transfer,190552.35,Faisalabad-Central,Online,AED,ENTITY-289,0,0,Completed
TXN-00220,CUST-0123,2024-06-03,Cash Deposit,143888.63,Lahore-Gulberg,POS,PKR,ENTITY-113,0,0,Completed
TXN-00221,CUST-0169,2025-01-23,POS Purchase,99158.95,Lahore-Gulberg,Online,PKR,ENTITY-092,0,0,Completed
TXN-00222,CUST-0190,2024-12-08,Cash Withdrawal,1585.22,Faisalabad-Central,POS,AED,ENTITY-280,0,0,Pending
TXN-00223,CUST-0180,2025-01-08,POS Purchase,52014.8,Quetta-Branch,Branch,AED,ENTITY-459,1,0,Completed
TXN-00224,CUST-0101,2024-07-17,Cash Deposit,420583.05,Karachi-Clifton,Branch,PKR,ENTITY-375,0,0,Reversed
TXN-00225,CUST-0156,2024-04-24,Cash Withdrawal,37206.12,Karachi-Main,Online,USD,ENTITY-141,0,0,Completed
TXN-00226,CUST-0132,2024-07-03,POS Purchase,298339.03,Quetta-Branch,Online,USD,ENTITY-363,0,0,Completed
TXN-00227,CUST-0082,2024-05-04,Bill Payment,15297.22,Lahore-Gulberg,Branch,PKR,ENTITY-378,0,0,Completed
TXN-00228,CUST-0129,2024-06-19,Bill Payment,20904.43,Islamabad-Blue Area,Mobile App,USD,ENTITY-186,0,0,Completed
TXN-00229,CUST-0057,2025-03-27,Cash Deposit,125420.6,Karachi-Clifton,POS,PKR,ENTITY-388,0,0,Pending
TXN-00230,CUST-0116,2024-09-10,Cash Withdrawal,2851.58,Faisalabad-Central,Mobile App,AED,ENTITY-495,0,0,Reversed
TXN-00231,CUST-0084,2024-12-25,IBFT,737140.45,Islamabad-Blue Area,POS,PKR,ENTITY-430,0,0,Reversed
TXN-00232,CUST-0137,2024-07-13,Cash Withdrawal,22123.97,Lahore-Gulberg,POS,PKR,ENTITY-239,0,0,Reversed
TXN-00233,CUST-0115,2024-12-06,Cash Withdrawal,386215.19,Faisalabad-Central,ATM,PKR,ENTITY-078,0,0,Pending
TXN-00234,CUST-0124,2025-01-06,Cash Withdrawal,12377.82,Karachi-Clifton,ATM,PKR,ENTITY-449,0,0,Completed
TXN-00235,CUST-0003,2024-11-09,Loan Disbursement,140528.81,Islamabad-Blue Area,ATM,AED,ENTITY-407,0,0,Completed
TXN-00236,CUST-0134,2024-03-06,Wire Transfer,17180.69,Quetta-Branch,Branch,PKR,ENTITY-477,1,0,Pending
TXN-00237,CUST-0182,2024-06-13,Bill Payment,30603.89,Lahore-Gulberg,ATM,PKR,ENTITY-103,0,1,Reversed
TXN-00238,CUST-0122,2024-03-27,POS Purchase,16948.02,Faisalabad-Central,Mobile App,PKR,ENTITY-183,0,0,Completed
TXN-00239,CUST-0050,2024-02-07,IBFT,29602.63,Faisalabad-Central,Branch,AED,ENTITY-378,0,0,Completed
TXN-00240,CUST-0104,2024-01-29,Bill Payment,86142.48,Lahore-Gulberg,Branch,PKR,ENTITY-243,0,0,Completed
TXN-00241,CUST-0020,2024-01-31,Cash Deposit,8763.78,Quetta-Branch,Online,USD,ENTITY-418,0,0,Completed
TXN-00242,CUST-0018,2024-07-04,POS Purchase,92539.57,Lahore-Gulberg,POS,AED,ENTITY-126,0,0,Pending
TXN-00243,CUST-0199,2024-08-30,IBFT,22771.33,Faisalabad-Central,Online,PKR,ENTITY-065,1,0,Reversed
TXN-00244,CUST-0096,2024-09-26,Bill Payment,1030.51,Faisalabad-Central,Mobile App,PKR,ENTITY-099,0,0,Completed
TXN-00245,CUST-0101,2025-03-02,Cash Withdrawal,213673.53,Karachi-Clifton,Branch,PKR,ENTITY-242,0,0,Completed
TXN-00246,CUST-0162,2024-08-15,POS Purchase,252816.79,Faisalabad-Central,Mobile App,AED,ENTITY-055,0,0,Reversed
TXN-00247,CUST-0003,2025-03-05,POS Purchase,19089.5,Islamabad-Blue Area,ATM,USD,ENTITY-010,1,0,Reversed
TXN-00248,CUST-0179,2025-03-07,Loan Disbursement,25920.71,Faisalabad-Central,Mobile App,PKR,ENTITY-245,0,0,Pending
TXN-00249,CUST-0167,2024-02-12,Cash Withdrawal,14141.06,Faisalabad-Central,POS,PKR,ENTITY-358,0,0,Reversed
TXN-00250,CUST-0036,2024-05-06,Wire Transfer,72026.33,Lahore-Gulberg,POS,USD,ENTITY-393,0,0,Completed
TXN-00251,CUST-0002,2024-07-04,IBFT,12562.97,Quetta-Branch,Branch,PKR,ENTITY-420,0,0,Pending
TXN-00252,CUST-0186,2025-03-04,ATM Withdrawal,162282.39,Islamabad-Blue Area,ATM,AED,ENTITY-416,0,0,Completed
TXN-00253,CUST-0137,2024-09-11,Cash Withdrawal,352828.52,Lahore-Gulberg,POS,PKR,ENTITY-221,0,1,Pending
TXN-00254,CUST-0142,2024-07-08,Wire Transfer,3510.57,Lahore-Gulberg,Online,PKR,ENTITY-225,0,0,Completed
TXN-00255,CUST-0015,2024-03-05,Bill Payment,2991976.01,Faisalabad-Central,Mobile App,PKR,ENTITY-085,0,1,Completed
TXN-00256,CUST-0042,2025-03-05,Bill Payment,1184761.27,Quetta-Branch,POS,USD,ENTITY-071,0,1,Reversed
TXN-00257,CUST-0178,2024-05-01,Loan Disbursement,1304.78,Islamabad-Blue Area,Branch,AED,ENTITY-257,0,0,Completed
TXN-00258,CUST-0169,2025-02-07,Bill Payment,50740.71,Lahore-Gulberg,Online,PKR,ENTITY-178,0,0,Completed
TXN-00259,CUST-0064,2024-10-09,POS Purchase,99717.22,Karachi-Main,ATM,USD,ENTITY-255,0,0,Completed
TXN-00260,CUST-0176,2024-07-24,Loan Disbursement,30692.03,Islamabad-Blue Area,Online,AED,ENTITY-368,0,0,Completed
TXN-00261,CUST-0180,2024-01-17,Cash Withdrawal,15318.32,Quetta-Branch,Online,PKR,ENTITY-445,0,0,Completed
TXN-00262,CUST-0167,2024-04-25,POS Purchase,331506.62,Faisalabad-Central,ATM,PKR,ENTITY-252,0,0,Reversed
TXN-00263,CUST-0033,2024-09-04,Loan Disbursement,11043.23,Faisalabad-Central,Online,PKR,ENTITY-420,0,0,Completed
TXN-00264,CUST-0076,2024-04-03,Wire Transfer,837203.83,Karachi-Clifton,Online,AED,ENTITY-246,0,0,Pending
TXN-00265,CUST-0137,2024-11-30,POS Purchase,9905.02,Lahore-Gulberg,ATM,PKR,ENTITY-129,0,0,Completed
TXN-00266,CUST-0066,2024-09-24,Cash Withdrawal,197246.24,Karachi-Clifton,ATM,PKR,ENTITY-444,0,0,Completed
TXN-00267,CUST-0023,2024-05-29,Loan Disbursement,934885.33,Karachi-Clifton,Mobile App,PKR,ENTITY-210,0,0,Completed
TXN-00268,CUST-0173,2024-04-10,ATM Withdrawal,81043.22,Karachi-Clifton,Mobile App,PKR,ENTITY-103,0,1,Completed
TXN-00269,CUST-0015,2024-12-12,Bill Payment,85816.39,Faisalabad-Central,Mobile App,PKR,ENTITY-383,1,0,Completed
TXN-00270,CUST-0013,2025-02-01,Cash Withdrawal,9917.75,Quetta-Branch,ATM,PKR,ENTITY-173,0,0,Completed
TXN-00271,CUST-0142,2025-03-23,Wire Transfer,153755.62,Lahore-Gulberg,Branch,AED,ENTITY-395,0,0,Completed
TXN-00272,CUST-0177,2024-10-29,Loan Disbursement,481419.03,Faisalabad-Central,Online,USD,ENTITY-099,1,0,Pending
TXN-00273,CUST-0128,2024-09-19,Loan Disbursement,886512.94,Faisalabad-Central,ATM,USD,ENTITY-174,0,0,Completed
TXN-00274,CUST-0169,2024-05-04,Wire Transfer,230474.11,Lahore-Gulberg,Online,PKR,ENTITY-489,0,0,Pending
TXN-00275,CUST-0079,2024-03-05,POS Purchase,19994.48,Lahore-Gulberg,Mobile App,PKR,ENTITY-083,1,0,Completed
TXN-00276,CUST-0175,2024-02-21,Cash Deposit,133223.17,Lahore-Gulberg,Online,AED,ENTITY-402,0,0,Completed
TXN-00277,CUST-0131,2024-03-12,IBFT,4155523.05,Lahore-Gulberg,Online,PKR,ENTITY-204,1,0,Pending
TXN-00278,CUST-0187,2024-02-03,Loan Disbursement,351031.81,Islamabad-Blue Area,POS,PKR,ENTITY-387,0,0,Completed
TXN-00279,CUST-0049,2024-04-10,ATM Withdrawal,2025237.53,Quetta-Branch,Branch,PKR,ENTITY-024,0,0,Completed
TXN-00280,CUST-0121,2024-08-11,Cash Deposit,295885.64,Karachi-Main,Mobile App,USD,ENTITY-302,0,0,Pending
TXN-00281,CUST-0056,2025-03-19,POS Purchase,4378.41,Islamabad-Blue Area,POS,PKR,ENTITY-130,0,0,Reversed
TXN-00282,CUST-0151,2025-02-19,Wire Transfer,22983.57,Karachi-Clifton,Online,PKR,ENTITY-494,0,0,Completed
TXN-00283,CUST-0073,2024-05-17,Loan Disbursement,135536.15,Quetta-Branch,Online,AED,ENTITY-378,0,0,Completed
TXN-00284,CUST-0052,2024-06-11,Cash Deposit,7001.04,Karachi-Clifton,Mobile App,PKR,ENTITY-455,0,0,Completed
TXN-00285,CUST-0076,2024-01-06,Bill Payment,131634.42,Karachi-Clifton,Mobile App,PKR,ENTITY-332,0,0,Reversed
TXN-00286,CUST-0085,2024-04-11,Bill Payment,12122.5,Lahore-Gulberg,ATM,PKR,ENTITY-338,0,1,Reversed
TXN-00287,CUST-0183,2024-04-13,Loan Disbursement,33353.51,Karachi-Clifton,Mobile App,AED,ENTITY-222,1,0,Completed
TXN-00288,CUST-0019,2024-07-14,Bill Payment,110380.64,Karachi-Clifton,ATM,PKR,ENTITY-055,0,0,Reversed
TXN-00289,CUST-0186,2024-12-10,ATM Withdrawal,16401.29,Islamabad-Blue Area,ATM,PKR,ENTITY-109,0,1,Completed
TXN-00290,CUST-0095,2024-08-02,Cash Withdrawal,103446.7,Faisalabad-Central,Mobile App,PKR,ENTITY-026,0,0,Completed
TXN-00291,CUST-0154,2024-12-17,POS Purchase,196356.97,Faisalabad-Central,POS,PKR,ENTITY-104,0,0,Completed
TXN-00292,CUST-0054,2025-03-23,POS Purchase,207829.94,Lahore-Gulberg,Branch,AED,ENTITY-288,0,0,Pending
TXN-00293,CUST-0011,2024-08-18,Wire Transfer,2023.65,Faisalabad-Central,Branch,PKR,ENTITY-445,0,0,Completed
TXN-00294,CUST-0051,2024-03-08,ATM Withdrawal,2996.18,Islamabad-Blue Area,POS,USD,ENTITY-002,0,0,Completed
TXN-00295,CUST-0135,2024-06-07,Cash Withdrawal,307282.8,Faisalabad-Central,Online,PKR,ENTITY-366,0,0,Completed
TXN-00296,CUST-0066,2024-06-11,ATM Withdrawal,308200.48,Karachi-Clifton,ATM,PKR,ENTITY-428,1,0,Completed
TXN-00297,CUST-0197,2024-03-31,Wire Transfer,60247.05,Faisalabad-Central,Online,PKR,ENTITY-053,0,1,Completed
TXN-00298,CUST-0086,2024-02-02,ATM Withdrawal,3643.79,Faisalabad-Central,Branch,PKR,ENTITY-083,0,0,Pending
TXN-00299,CUST-0067,2024-01-27,POS Purchase,2583826.64,Karachi-Clifton,Mobile App,PKR,ENTITY-122,0,1,Reversed
TXN-00300,CUST-0087,2024-04-29,ATM Withdrawal,1184.94,Karachi-Clifton,Online,AED,ENTITY-322,0,0,Completed
TXN-00301,CUST-0141,2025-03-18,Loan Disbursement,132193.29,Quetta-Branch,ATM,AED,ENTITY-296,0,0,Completed
TXN-00302,CUST-0094,2024-06-15,ATM Withdrawal,2057.62,Quetta-Branch,Mobile App,PKR,ENTITY-213,0,0,Reversed
TXN-00303,CUST-0084,2024-07-20,IBFT,3009.9,Islamabad-Blue Area,Branch,PKR,ENTITY-081,0,0,Completed
TXN-00304,CUST-0185,2024-05-27,IBFT,474931.66,Faisalabad-Central,Online,PKR,ENTITY-185,0,1,Completed
TXN-00305,CUST-0135,2024-06-21,Cash Withdrawal,130797.54,Faisalabad-Central,Online,PKR,ENTITY-144,0,0,Completed
TXN-00306,CUST-0046,2025-01-06,Wire Transfer,137370.67,Lahore-Gulberg,Mobile App,AED,ENTITY-481,0,0,Completed
TXN-00307,CUST-0152,2024-10-28,POS Purchase,50547.9,Lahore-Gulberg,ATM,AED,ENTITY-098,0,0,Completed
TXN-00308,CUST-0070,2024-12-09,Loan Disbursement,8148.73,Islamabad-Blue Area,POS,PKR,ENTITY-398,0,0,Completed
TXN-00309,CUST-0029,2024-08-12,Loan Disbursement,9022.12,Faisalabad-Central,Branch,AED,ENTITY-300,0,0,Completed
TXN-00310,CUST-0157,2024-12-28,IBFT,58703.04,Karachi-Main,Mobile App,USD,ENTITY-283,0,0,Pending
TXN-00311,CUST-0140,2024-02-14,Wire Transfer,131255.5,Lahore-Gulberg,Online,PKR,ENTITY-039,0,0,Completed
TXN-00312,CUST-0073,2025-02-25,Cash Withdrawal,139995.96,Quetta-Branch,Branch,PKR,ENTITY-198,1,1,Reversed
TXN-00313,CUST-0043,2024-01-13,Loan Disbursement,10840.08,Lahore-Gulberg,Online,PKR,ENTITY-337,0,0,Reversed
TXN-00314,CUST-0187,2025-03-09,Wire Transfer,133792.78,Islamabad-Blue Area,ATM,AED,ENTITY-435,0,1,Reversed
TXN-00315,CUST-0107,2025-03-03,Cash Deposit,40780.11,Lahore-Gulberg,ATM,PKR,ENTITY-452,0,0,Completed
TXN-00316,CUST-0179,2024-05-18,ATM Withdrawal,6764.68,Faisalabad-Central,POS,PKR,ENTITY-130,0,0,Completed
TXN-00317,CUST-0105,2024-11-26,ATM Withdrawal,35811.23,Islamabad-Blue Area,ATM,AED,ENTITY-198,0,0,Reversed
TXN-00318,CUST-0189,2024-04-16,POS Purchase,1274472.01,Karachi-Clifton,ATM,PKR,ENTITY-370,1,1,Completed
TXN-00319,CUST-0116,2025-01-21,ATM Withdrawal,92118.52,Faisalabad-Central,Mobile App,AED,ENTITY-411,0,0,Reversed
TXN-00320,CUST-0139,2024-02-22,IBFT,83245.04,Quetta-Branch,ATM,PKR,ENTITY-206,0,0,Completed
TXN-00321,CUST-0036,2025-02-07,POS Purchase,3845.43,Lahore-Gulberg,Mobile App,USD,ENTITY-494,0,0,Completed
TXN-00322,CUST-0196,2024-08-11,Loan Disbursement,566307.93,Islamabad-Blue Area,POS,PKR,ENTITY-065,0,1,Completed
TXN-00323,CUST-0091,2024-09-23,Loan Disbursement,81501.61,Quetta-Branch,POS,PKR,ENTITY-464,1,0,Pending
TXN-00324,CUST-0041,2024-07-05,Bill Payment,10610.56,Karachi-Clifton,ATM,PKR,ENTITY-081,1,0,Completed
TXN-00325,CUST-0071,2025-02-11,Wire Transfer,18021.65,Karachi-Clifton,ATM,PKR,ENTITY-105,0,0,Pending
TXN-00326,CUST-0033,2024-08-18,Cash Withdrawal,7639525.87,Faisalabad-Central,Branch,PKR,ENTITY-132,0,1,Completed
TXN-00327,CUST-0149,2024-04-25,Cash Withdrawal,1054.27,Lahore-Gulberg,Branch,PKR,ENTITY-081,0,0,Completed
TXN-00328,CUST-0083,2024-04-02,Bill Payment,28124846.34,Karachi-Main,ATM,USD,ENTITY-371,0,1,Completed
TXN-00329,CUST-0190,2025-02-16,Bill Payment,8205227.6,Faisalabad-Central,POS,AED,ENTITY-019,0,1,Pending
TXN-00330,CUST-0112,2024-04-02,Bill Payment,304013.35,Karachi-Main,POS,PKR,ENTITY-384,0,1,Completed
TXN-00331,CUST-0057,2024-05-26,Cash Withdrawal,684376.91,Karachi-Clifton,Online,USD,ENTITY-311,0,0,Completed
TXN-00332,CUST-0152,2024-09-05,Cash Withdrawal,6478.98,Lahore-Gulberg,ATM,PKR,ENTITY-107,0,0,Reversed
TXN-00333,CUST-0030,2024-02-24,Cash Deposit,94341.64,Quetta-Branch,ATM,USD,ENTITY-134,1,0,Pending
TXN-00334,CUST-0136,2024-07-22,Cash Withdrawal,2995.68,Lahore-Gulberg,ATM,PKR,ENTITY-316,1,0,Completed
TXN-00335,CUST-0038,2024-03-14,Cash Deposit,6581419.9,Islamabad-Blue Area,POS,PKR,ENTITY-482,0,1,Completed
TXN-00336,CUST-0155,2024-01-09,ATM Withdrawal,11617.6,Faisalabad-Central,Online,PKR,ENTITY-107,0,0,Completed
TXN-00337,CUST-0042,2025-01-13,Loan Disbursement,175266.35,Quetta-Branch,Branch,AED,ENTITY-044,0,0,Completed
TXN-00338,CUST-0139,2024-05-26,Bill Payment,54132.39,Quetta-Branch,ATM,PKR,ENTITY-431,0,0,Pending
TXN-00339,CUST-0198,2024-04-21,IBFT,18946.86,Karachi-Clifton,Online,AED,ENTITY-002,0,0,Reversed
TXN-00340,CUST-0025,2024-11-10,POS Purchase,13963.97,Quetta-Branch,Branch,AED,ENTITY-468,0,0,Reversed
TXN-00341,CUST-0133,2024-12-21,Bill Payment,66312553.1,Karachi-Clifton,ATM,PKR,ENTITY-130,0,1,Reversed
TXN-00342,CUST-0151,2024-10-01,ATM Withdrawal,11096.29,Karachi-Clifton,POS,USD,ENTITY-136,0,0,Pending
TXN-00343,CUST-0086,2024-11-19,ATM Withdrawal,2117259.18,Faisalabad-Central,Branch,USD,ENTITY-357,0,1,Completed
TXN-00344,CUST-0050,2024-10-03,Bill Payment,127118.7,Faisalabad-Central,ATM,AED,ENTITY-393,0,0,Completed
TXN-00345,CUST-0005,2025-01-16,POS Purchase,296938.76,Islamabad-Blue Area,ATM,PKR,ENTITY-003,0,0,Reversed
TXN-00346,CUST-0028,2024-04-30,Loan Disbursement,274686.92,Islamabad-Blue Area,ATM,PKR,ENTITY-464,0,0,Reversed
TXN-00347,CUST-0139,2024-05-15,Wire Transfer,5131.02,Quetta-Branch,POS,PKR,ENTITY-272,0,0,Completed
TXN-00348,CUST-0088,2024-04-01,POS Purchase,36899.7,Faisalabad-Central,POS,PKR,ENTITY-072,0,0,Pending
TXN-00349,CUST-0044,2024-04-03,ATM Withdrawal,1835519.04,Islamabad-Blue Area,Mobile App,PKR,ENTITY-226,0,1,Completed
TXN-00350,CUST-0027,2025-01-27,Wire Transfer,780312.34,Lahore-Gulberg,Branch,PKR,ENTITY-019,0,1,Completed
TXN-00351,CUST-0058,2024-07-20,Cash Deposit,154698.69,Faisalabad-Central,POS,PKR,ENTITY-155,1,1,Reversed
TXN-00352,CUST-0030,2024-06-10,Wire Transfer,230399.75,Quetta-Branch,Online,PKR,ENTITY-455,0,1,Completed
TXN-00353,CUST-0161,2024-06-27,Cash Deposit,34067.58,Karachi-Main,POS,AED,ENTITY-098,0,0,Reversed
TXN-00354,CUST-0126,2024-06-23,Loan Disbursement,4898.36,Islamabad-Blue Area,ATM,PKR,ENTITY-360,0,0,Pending
TXN-00355,CUST-0001,2024-04-19,Cash Deposit,35146.63,Karachi-Clifton,Mobile App,PKR,ENTITY-067,0,0,Completed
TXN-00356,CUST-0137,2024-09-01,ATM Withdrawal,108707.58,Lahore-Gulberg,Mobile App,PKR,ENTITY-175,0,0,Reversed
TXN-00357,CUST-0051,2024-05-28,Bill Payment,1970170.18,Islamabad-Blue Area,Mobile App,PKR,ENTITY-403,0,1,Completed
TXN-00358,CUST-0083,2024-08-23,Cash Withdrawal,94138.78,Karachi-Main,Online,USD,ENTITY-191,0,0,Reversed
TXN-00359,CUST-0118,2024-03-23,IBFT,7499.72,Lahore-Gulberg,Branch,PKR,ENTITY-335,0,0,Completed
TXN-00360,CUST-0140,2024-10-18,Bill Payment,1978.49,Lahore-Gulberg,ATM,USD,ENTITY-269,0,0,Completed
TXN-00361,CUST-0164,2024-08-19,Loan Disbursement,69271.11,Faisalabad-Central,Branch,AED,ENTITY-475,0,0,Completed
TXN-00362,CUST-0093,2024-07-23,Wire Transfer,10243.56,Islamabad-Blue Area,ATM,PKR,ENTITY-192,0,0,Completed
TXN-00363,CUST-0124,2024-06-09,ATM Withdrawal,75327.66,Karachi-Clifton,Online,AED,ENTITY-025,0,0,Completed
TXN-00364,CUST-0166,2024-03-31,Bill Payment,639538.6,Islamabad-Blue Area,Branch,USD,ENTITY-373,0,0,Completed
TXN-00365,CUST-0154,2024-10-15,Loan Disbursement,52843.19,Faisalabad-Central,ATM,PKR,ENTITY-264,0,0,Completed
TXN-00366,CUST-0013,2024-03-14,IBFT,24850.5,Quetta-Branch,ATM,PKR,ENTITY-428,0,0,Completed
TXN-00367,CUST-0079,2024-06-25,IBFT,103279.16,Lahore-Gulberg,ATM,AED,ENTITY-446,0,1,Completed
TXN-00368,CUST-0074,2024-02-18,POS Purchase,6760.99,Karachi-Main,Online,AED,ENTITY-330,0,0,Completed
TXN-00369,CUST-0120,2024-08-23,ATM Withdrawal,375123.75,Quetta-Branch,ATM,PKR,ENTITY-485,0,0,Completed
TXN-00370,CUST-0140,2024-12-04,Wire Transfer,460.24,Lahore-Gulberg,Branch,USD,ENTITY-389,0,0,Completed
TXN-00371,CUST-0096,2024-01-11,Wire Transfer,614276.3,Faisalabad-Central,Branch,PKR,ENTITY-146,0,1,Completed
TXN-00372,CUST-0183,2024-05-06,Cash Withdrawal,6520787.65,Karachi-Clifton,Mobile App,USD,ENTITY-177,0,1,Pending
TXN-00373,CUST-0176,2025-03-09,POS Purchase,5942.66,Islamabad-Blue Area,Mobile App,PKR,ENTITY-034,0,0,Completed
TXN-00374,CUST-0164,2024-05-02,Cash Deposit,32694.05,Faisalabad-Central,Online,PKR,ENTITY-135,0,0,Completed
TXN-00375,CUST-0150,2024-02-08,POS Purchase,22512.07,Karachi-Main,Branch,PKR,ENTITY-480,0,0,Reversed
TXN-00376,CUST-0083,2024-09-10,POS Purchase,103149.31,Karachi-Main,ATM,PKR,ENTITY-443,0,0,Reversed
TXN-00377,CUST-0004,2024-07-14,Cash Withdrawal,497086.6,Quetta-Branch,Mobile App,AED,ENTITY-219,0,0,Completed
TXN-00378,CUST-0040,2024-06-11,Cash Withdrawal,16777.46,Karachi-Clifton,ATM,AED,ENTITY-063,0,0,Completed
TXN-00379,CUST-0059,2024-06-02,IBFT,132131.46,Quetta-Branch,Mobile App,PKR,ENTITY-473,1,1,Completed
TXN-00380,CUST-0079,2025-02-12,Cash Withdrawal,11405.46,Lahore-Gulberg,Mobile App,PKR,ENTITY-449,0,0,Reversed
TXN-00381,CUST-0011,2024-06-15,ATM Withdrawal,1241792.11,Faisalabad-Central,Mobile App,AED,ENTITY-498,0,0,Completed
TXN-00382,CUST-0173,2024-02-08,Loan Disbursement,1282193.9,Karachi-Clifton,POS,PKR,ENTITY-002,0,0,Pending
TXN-00383,CUST-0014,2025-03-17,ATM Withdrawal,78561.41,Karachi-Clifton,POS,PKR,ENTITY-034,0,0,Reversed
TXN-00384,CUST-0037,2024-11-27,Cash Withdrawal,111007.29,Karachi-Main,Mobile App,AED,ENTITY-362,0,0,Completed
TXN-00385,CUST-0171,2024-07-05,Loan Disbursement,11801.04,Faisalabad-Central,Online,PKR,ENTITY-216,0,0,Completed
TXN-00386,CUST-0178,2024-04-05,Bill Payment,227348.97,Islamabad-Blue Area,Online,PKR,ENTITY-413,0,0,Pending
TXN-00387,CUST-0025,2025-02-06,Bill Payment,523145.74,Quetta-Branch,POS,PKR,ENTITY-131,0,1,Completed
TXN-00388,CUST-0027,2024-06-14,ATM Withdrawal,7966.56,Lahore-Gulberg,Online,PKR,ENTITY-249,0,0,Completed
TXN-00389,CUST-0015,2024-06-23,Bill Payment,57452.5,Faisalabad-Central,Online,AED,ENTITY-024,0,0,Completed
TXN-00390,CUST-0042,2024-01-29,Loan Disbursement,520932.18,Quetta-Branch,ATM,USD,ENTITY-304,0,1,Reversed
TXN-00391,CUST-0120,2024-08-27,POS Purchase,53859.95,Quetta-Branch,Online,USD,ENTITY-330,0,0,Completed
TXN-00392,CUST-0180,2024-05-03,Cash Deposit,34635.9,Quetta-Branch,ATM,AED,ENTITY-139,0,0,Completed
TXN-00393,CUST-0083,2024-02-21,Cash Deposit,765036.55,Karachi-Main,ATM,AED,ENTITY-066,0,1,Reversed
TXN-00394,CUST-0123,2024-06-29,Cash Withdrawal,45978.56,Lahore-Gulberg,Mobile App,PKR,ENTITY-197,0,0,Reversed
TXN-00395,CUST-0098,2024-11-22,IBFT,1070080.44,Lahore-Gulberg,ATM,PKR,ENTITY-394,0,0,Reversed
TXN-00396,CUST-0023,2024-08-11,Cash Deposit,2497714.9,Karachi-Clifton,POS,PKR,ENTITY-495,0,1,Pending
TXN-00397,CUST-0102,2024-05-05,Wire Transfer,20127.6,Lahore-Gulberg,Online,USD,ENTITY-112,0,0,Reversed
TXN-00398,CUST-0143,2025-02-18,IBFT,927923.1,Karachi-Clifton,POS,PKR,ENTITY-244,0,1,Completed
TXN-00399,CUST-0024,2024-05-14,POS Purchase,12831.83,Lahore-Gulberg,Mobile App,PKR,ENTITY-394,0,0,Completed
TXN-00400,CUST-0034,2025-02-01,ATM Withdrawal,701586.23,Faisalabad-Central,Branch,USD,ENTITY-472,0,1,Completed
TXN-00401,CUST-0184,2024-09-01,Cash Deposit,5989.3,Karachi-Main,Branch,PKR,ENTITY-169,0,0,Completed
TXN-00402,CUST-0041,2024-11-23,POS Purchase,5792.7,Karachi-Clifton,ATM,AED,ENTITY-227,0,0,Completed
TXN-00403,CUST-0175,2025-02-08,Cash Withdrawal,47445.18,Lahore-Gulberg,ATM,AED,ENTITY-232,1,0,Reversed
TXN-00404,CUST-0149,2025-02-18,Loan Disbursement,2893.93,Lahore-Gulberg,Online,USD,ENTITY-072,0,0,Completed
TXN-00405,CUST-0139,2025-03-24,Wire Transfer,47055.65,Quetta-Branch,Online,PKR,ENTITY-177,0,0,Completed
TXN-00406,CUST-0147,2024-10-24,Bill Payment,18448.64,Islamabad-Blue Area,ATM,PKR,ENTITY-073,0,0,Reversed
TXN-00407,CUST-0157,2025-03-14,POS Purchase,39876.32,Karachi-Main,Online,PKR,ENTITY-120,0,0,Completed
TXN-00408,CUST-0075,2024-02-26,POS Purchase,3292254.61,Faisalabad-Central,Online,USD,ENTITY-335,0,1,Completed
TXN-00409,CUST-0074,2024-09-23,Cash Deposit,224268.62,Karachi-Main,ATM,USD,ENTITY-467,0,0,Completed
